disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
common cold, continuous_sneezing, chills, fatigue, cough
pneumonia, chills, fatigue, cough, high_fever
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
heart attack, vomiting, breathlessness, sweating, chest_pain
varicose veins, fatigue, cramps, bruising, obesity
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hypoglycemia, vomiting, fatigue, anxiety, sweating
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
acne, skin_rash, pus_filled_pimples, blackheads, scurring
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
allergy, continuous_sneezing, shivering, chills, watering_from_eyes
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
chronic cholestasis,itching, vomiting, yellowish_skin, nausea
drug reaction,itching, skin_rash, stomach_pain, burning_micturition
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
diabetes, fatigue, weight_loss, restlessness, lethargy
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
bronchial asthma, fatigue, cough, high_fever, breathlessness
hypertension, headache, chest_pain, dizziness, loss_of_balance
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
jaundice,itching, vomiting, fatigue, weight_loss
malaria, chills, vomiting, high_fever, sweating
chicken pox,itching, skin_rash, fatigue, lethargy
dengue, skin_rash, chills, joint_pain, vomiting
typhoid, chills, vomiting, fatigue, high_fever
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
tuberculosis, chills, vomiting, fatigue, weight_loss
common cold, continuous_sneezing, chills, fatigue, cough
pneumonia, chills, fatigue, cough, high_fever
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
heart attack, vomiting, breathlessness, sweating, chest_pain
varicose veins, fatigue, cramps, bruising, obesity
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hypoglycemia, vomiting, fatigue, anxiety, sweating
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
acne, skin_rash, pus_filled_pimples, blackheads, scurring
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
allergy, continuous_sneezing, shivering, chills, watering_from_eyes
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
chronic cholestasis,itching, vomiting, yellowish_skin, nausea
drug reaction,itching, skin_rash, stomach_pain, burning_micturition
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
diabetes, fatigue, weight_loss, restlessness, lethargy
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
bronchial asthma, fatigue, cough, high_fever, breathlessness
hypertension, headache, chest_pain, dizziness, loss_of_balance
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
jaundice,itching, vomiting, fatigue, weight_loss
malaria, chills, vomiting, high_fever, sweating
chicken pox,itching, skin_rash, fatigue, lethargy
dengue, skin_rash, chills, joint_pain, vomiting
typhoid, chills, vomiting, fatigue, high_fever
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
tuberculosis, chills, vomiting, fatigue, weight_loss
common cold, continuous_sneezing, chills, fatigue, cough
pneumonia, chills, fatigue, cough, high_fever
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
heart attack, vomiting, breathlessness, sweating, chest_pain
varicose veins, fatigue, cramps, bruising, obesity
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hypoglycemia, vomiting, fatigue, anxiety, sweating
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
acne, skin_rash, pus_filled_pimples, blackheads, scurring
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
allergy, continuous_sneezing, shivering, chills, watering_from_eyes
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
chronic cholestasis,itching, vomiting, yellowish_skin, nausea
drug reaction,itching, skin_rash, stomach_pain, burning_micturition
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
diabetes, fatigue, weight_loss, restlessness, lethargy
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
bronchial asthma, fatigue, cough, high_fever, breathlessness
hypertension, headache, chest_pain, dizziness, loss_of_balance
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
jaundice,itching, vomiting, fatigue, weight_loss
malaria, chills, vomiting, high_fever, sweating
chicken pox,itching, skin_rash, fatigue, lethargy
dengue, skin_rash, chills, joint_pain, vomiting
typhoid, chills, vomiting, fatigue, high_fever
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
tuberculosis, chills, vomiting, fatigue, weight_loss
common cold, continuous_sneezing, chills, fatigue, cough
pneumonia, chills, fatigue, cough, high_fever
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
heart attack, vomiting, breathlessness, sweating, chest_pain
varicose veins, fatigue, cramps, bruising, obesity
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hypoglycemia, vomiting, fatigue, anxiety, sweating
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
acne, skin_rash, pus_filled_pimples, blackheads, scurring
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
allergy, continuous_sneezing, shivering, chills, watering_from_eyes
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
chronic cholestasis,itching, vomiting, yellowish_skin, nausea
drug reaction,itching, skin_rash, stomach_pain, burning_micturition
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
diabetes, fatigue, weight_loss, restlessness, lethargy
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
bronchial asthma, fatigue, cough, high_fever, breathlessness
hypertension, headache, chest_pain, dizziness, loss_of_balance
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
jaundice,itching, vomiting, fatigue, weight_loss
malaria, chills, vomiting, high_fever, sweating
chicken pox,itching, skin_rash, fatigue, lethargy
dengue, skin_rash, chills, joint_pain, vomiting
typhoid, chills, vomiting, fatigue, high_fever
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
tuberculosis, chills, vomiting, fatigue, weight_loss
common cold, continuous_sneezing, chills, fatigue, cough
pneumonia, chills, fatigue, cough, high_fever
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
heart attack, vomiting, breathlessness, sweating, chest_pain
varicose veins, fatigue, cramps, bruising, obesity
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hypoglycemia, vomiting, fatigue, anxiety, sweating
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
acne, skin_rash, pus_filled_pimples, blackheads, scurring
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
allergy, continuous_sneezing, shivering, chills, watering_from_eyes
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
chronic cholestasis,itching, vomiting, yellowish_skin, nausea
drug reaction,itching, skin_rash, stomach_pain, burning_micturition
peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
diabetes, fatigue, weight_loss, restlessness, lethargy
gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
bronchial asthma, fatigue, cough, high_fever, breathlessness
hypertension, headache, chest_pain, dizziness, loss_of_balance
migraine, acidity, indigestion, headache, blurred_and_distorted_vision
cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
jaundice,itching, vomiting, fatigue, weight_loss
malaria, chills, vomiting, high_fever, sweating
chicken pox,itching, skin_rash, fatigue, lethargy
dengue, skin_rash, chills, joint_pain, vomiting
typhoid, chills, vomiting, fatigue, high_fever
hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
hepatitis b,itching, fatigue, lethargy, yellowish_skin
hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
hepatitis e, joint_pain, vomiting, fatigue, high_fever
alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
tuberculosis, chills, vomiting, fatigue, weight_loss
common cold, continuous_sneezing, chills, fatigue, cough
pneumonia, chills, fatigue, cough, high_fever
dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
heart attack, vomiting, breathlessness, sweating, chest_pain
varicose veins, fatigue, cramps, bruising, obesity
hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
hypoglycemia, vomiting, fatigue, anxiety, sweating
osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
(vertigo) paroymsal positional vertigo, vomiting, headache, nausea, spinning_movements
acne, skin_rash, pus_filled_pimples, blackheads, scurring
urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
impetigo, skin_rash, high_fever, blister, red_sore_around_nose
fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
allergy, continuous_sneezing, shivering, chills, watering_from_eyes
gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
chronic cholestasis,itching, vomiting, yellowish_skin, nausea
drug reaction,itching, skin_rash, stomach_pain, burning_micturition
